PIVlab, ASCII chart output - 03-Feb-2026
FRAME: 74, filenames: MEAN of frames 1:73 & MEAN of frames 1:73, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
693,235,-12.9186039,6.240878582,2
693,251,-11.4785862,5.892160892,2
693,267,-9.232032776,4.968525887,2
693,283,-6.186517239,2.995779037,2
693,299,-10.58731365,6.880687714,2
693,315,-7.513755322,4.61395359,2
693,331,-8.179873466,8.357161522,2
693,347,-6.259535313,7.055770874,2
693,363,-5.196035862,7.679237366,2
693,379,-5.134439945,9.947320938,1
693,395,-3.683909178,6.795572758,1
693,411,-1.264268398,7.671760559,1
693,427,0.5972349644,6.038957119,2
693,443,1.503311872,8.354496002,1
693,459,4.364225388,6.16584301,1
693,475,3.417873383,6.683117867,1
693,491,5.574431896,6.535204887,1
693,507,5.497686863,5.722506523,2
693,523,8.094507217,6.53536272,1
693,539,11.15251446,6.524888992,1
693,555,11.43167686,6.293571472,2
693,571,15.54527473,7.074556351,1
693,587,12.99401569,5.010446072,2
693,603,13.12108803,4.755944252,1
693,619,14.73773861,5.014283657,1
693,635,14.87561226,4.779924393,2
693,651,11.68895149,3.239996672,2
693,667,13.82607269,3.807526827,1
693,683,13.21852303,3.33494401,1
693,699,13.38590717,2.966157198,1
693,715,13.09840679,2.902205467,1
693,731,11.89359283,2.439359188,2
693,747,11.88920403,1.50068903,2
693,763,NaN,NaN,0
709,91,-9.639755249,2.225332975,1
709,107,-12.95982933,2.901750565,1
709,123,-11.45806885,2.567737341,2
709,139,-12.40278053,3.076012135,2
709,155,-11.63492489,3.15734148,2
709,171,-13.59444046,4.05883503,1
709,187,-13.82920551,4.369308949,1
709,203,-14.82363033,4.499571323,1
709,219,-13.14221096,4.654031277,2
709,235,-12.02974987,4.30816555,2
709,251,-8.792372704,3.888859987,2
709,267,NaN,NaN,2
709,283,-9.029212952,5.28761816,2
709,299,-11.70993519,5.566776276,2
709,315,-10.60613537,6.75039053,2
709,331,-7.678218365,6.227942944,2
709,347,-7.572917461,7.875910759,2
709,363,-7.399960041,9.518648148,1
709,379,-6.268780231,8.461967468,1
709,395,-5.608695984,8.173501015,1
709,411,-2.703789949,6.378826141,1
709,427,-1.185643554,5.0636549,1
709,443,1.03290379,6.771818638,1
709,459,1.731876612,5.781032562,1
709,475,2.75036931,6.583504677,1
709,491,4.657788754,6.769421577,1
709,507,8.046865463,3.435096502,2
709,523,7.890450954,3.829321861,2
709,539,9.078484535,5.104659081,1
709,555,11.49414825,4.341983318,1
709,571,14.08024311,4.959991932,1
709,587,14.89021015,4.244421005,1
709,603,15.82127571,4.42641449,1
709,619,15.1182642,4.024684906,1
709,635,15.61769009,4.059332848,1
709,651,13.11735439,2.916361809,2
709,667,13.77120781,2.706908703,1
709,683,13.42026901,2.767127037,1
709,699,12.78115177,2.170757771,1
709,715,13.88568878,2.313962221,1
709,731,12.3479414,1.937748313,2
709,747,12.48968887,1.651025057,2
709,763,NaN,NaN,0
725,91,-11.3038187,1.745901823,2
725,107,-11.20302105,1.984689116,2
725,123,-11.33720016,1.799225926,2
725,139,-11.20230961,1.982553244,2
725,155,-12.05293941,2.70480442,2
725,171,-13.84802246,3.344160795,1
725,187,-12.33945656,3.343730688,2
725,203,-12.96159458,3.441645145,2
725,219,-13.44573212,4.044929504,2
725,235,-12.20640087,3.362579823,2
725,251,-10.95865917,3.989024639,2
725,267,NaN,NaN,2
725,283,-12.25767803,4.653540134,2
725,299,-9.183171272,3.460550547,2
725,315,-8.976987839,3.8735888,2
725,331,-8.60089016,5.361308575,2
725,347,-8.871146202,6.598842621,1
725,363,-7.078639984,5.761043549,1
725,379,-6.797075272,5.103599072,1
725,395,-4.161925316,4.778663635,1
725,411,-3.359858513,3.765574455,1
725,427,-1.393391609,3.435374975,1
725,443,0.6242089272,5.066722393,1
725,459,3.265457153,4.62433672,1
725,475,4.595336437,4.516263962,1
725,491,7.444428444,4.174861908,1
725,507,6.857082844,3.668823242,1
725,523,7.591118813,3.116045952,1
725,539,8.953848839,2.655530453,1
725,555,13.33310223,3.504818678,1
725,571,14.17912197,2.934691429,1
725,587,17.89134216,3.637212992,1
725,603,15.06002998,2.612753391,1
725,619,14.40189552,2.460127831,1
725,635,16.41318321,2.525524139,1
725,651,14.94215393,1.933397174,1
725,667,14.45197868,1.854478359,1
725,683,13.57331467,1.693585634,1
725,699,13.46625042,1.563777328,1
725,715,12.82584381,1.413330674,1
725,731,11.60339355,1.312107921,2
725,747,11.70226097,1.09196496,2
725,763,NaN,NaN,0
741,91,-13.85752869,1.527649283,2
741,107,-12.30113506,1.473941922,2
741,123,-11.77314854,1.246195793,2
741,139,-12.8914423,1.745052218,1
741,155,-11.96611595,1.795039058,2
741,171,-13.22527599,2.445006847,1
741,187,-11.55418491,2.1126616,2
741,203,-14.6532402,2.53499651,1
741,219,-15.26319885,3.420229673,2
741,235,-11.71411705,2.674967289,2
741,251,NaN,NaN,2
741,267,NaN,NaN,2
741,283,-9.244141579,3.190819502,2
741,299,-10.17748547,2.630040169,2
741,315,-8.151507378,2.106273174,2
741,331,-9.146969795,3.214265585,2
741,347,-9.54326725,3.818430185,1
741,363,-8.363319397,3.632017374,1
741,379,-7.101491928,3.065868139,1
741,395,-4.709032536,2.391180038,1
741,411,-2.861249447,1.893905997,1
741,427,-1.305069447,1.586662769,1
741,443,0.4086333215,2.662608147,1
741,459,2.793505192,3.390762806,1
741,475,5.128491402,3.198137283,1
741,491,7.195436954,3.004834175,1
741,507,6.7674613,3.21262002,1
741,523,7.025011063,1.951014996,1
741,539,9.949278831,2.443378687,2
741,555,14.16026592,2.856152534,1
741,571,15.29502964,2.659569263,2
741,587,17.61101913,1.530363798,2
741,603,16.12008858,1.751745224,1
741,619,16.78664398,1.496667981,1
741,635,15.68925285,1.51568675,1
741,651,13.25196362,0.9763644934,2
741,667,14.31266785,1.154316902,1
741,683,14.73100376,0.7138116956,1
741,699,12.90165329,0.6658329368,1
741,715,13.36881542,0.9572239518,1
741,731,12.5884409,0.6280281544,2
741,747,12.44262886,0.7251740694,2
741,763,NaN,NaN,0
757,91,-11.98702812,0.7252351642,2
757,107,-11.99997711,0.815492928,1
757,123,-11.95819283,0.5033572912,2
757,139,-11.91224575,1.196445823,2
757,155,-9.928476334,1.12076509,2
757,171,-13.68340111,1.662296772,1
757,187,-12.37644768,1.705514312,1
757,203,-15.22627354,2.070983887,1
757,219,-13.29736042,2.00326848,2
757,235,-14.76687622,2.285666227,2
757,251,-13.39457607,2.622241974,2
757,267,NaN,NaN,2
757,283,NaN,NaN,2
757,299,-11.00114155,2.012643099,2
757,315,-11.03609371,2.463557243,2
757,331,-10.59020233,2.13617301,1
757,347,-9.668890953,1.88700211,1
757,363,-8.791243553,1.996269464,1
757,379,-7.665472507,0.05151892081,1
757,395,-5.489871025,0.4456858039,1
757,411,-4.14320612,-0.3729266524,1
757,427,-0.9841983318,0.06073746085,1
757,443,2.082335234,-0.2119030505,1
757,459,3.67189908,2.163164854,1
757,475,4.50271225,0.8100122809,1
757,491,8.324584007,0.4999951422,1
757,507,7.679412842,0.8681783676,1
757,523,7.628622055,1.529037714,2
757,539,10.7803154,0.8714308143,2
757,555,11.86872578,0.5193147063,1
757,571,12.6124754,0.553884387,1
757,587,16.60284996,0.743691802,1
757,603,13.81146431,0.5439018607,2
757,619,15.67258358,0.4704964757,1
757,635,15.41292477,0.3021577001,1
757,651,14.01165867,-0.3279761076,1
757,667,13.32111645,0.1695179045,1
757,683,12.40399456,-0.1271444112,1
757,699,12.52526188,-0.1893767416,1
757,715,11.79531384,0.2032772154,1
757,731,12.26082897,0.08296354115,1
757,747,11.37577248,-0.2519440353,2
757,763,27.19872856,1.385308743,1
773,91,-11.0648222,0.1410613507,2
773,107,-12.15061474,0.3570874631,2
773,123,NaN,NaN,2
773,139,-12.29247093,0.1826583892,2
773,155,-12.33396816,0.3348500431,2
773,171,-13.37870502,0.7343934178,1
773,187,-13.08647251,0.4250311255,1
773,203,-13.37083817,0.9289160967,2
773,219,-13.64523792,0.7658615112,2
773,235,-9.685002327,0.8538531661,2
773,251,-12.11562157,1.062740088,2
773,267,-11.25247002,1.020288467,2
773,283,-10.47014618,-0.2543661892,2
773,299,-11.83658028,0.6920590997,2
773,315,-8.610121727,1.013925433,2
773,331,-10.87067127,0.640553236,1
773,347,-9.617823601,0.8246760964,1
773,363,-9.401023865,-0.7612692714,1
773,379,-7.917442799,-1.388384581,1
773,395,-5.866968155,-0.742967546,1
773,411,-3.758344412,-1.863737583,1
773,427,-0.9073335528,-1.236919522,1
773,443,2.079845667,-1.213417768,1
773,459,4.092057705,-0.3476423323,1
773,475,6.500424385,-1.240477681,1
773,491,7.350922585,-1.199934006,1
773,507,8.545694351,-0.8369297385,1
773,523,8.599721909,-1.767060041,1
773,539,8.785305023,-0.5719829202,1
773,555,10.63155651,-1.718315482,1
773,571,14.26675797,-1.390701652,1
773,587,14.61045361,-0.06386181712,1
773,603,14.79195786,-0.9018856287,2
773,619,15.2835741,-0.5327349901,2
773,635,15.43232727,-0.6346101165,1
773,651,15.89720917,-0.8525395393,2
773,667,14.04327965,-0.7312306762,2
773,683,13.80662251,-0.9818176627,1
773,699,12.98556232,-0.6467859745,1
773,715,13.49427795,-0.4861547053,1
773,731,13.75592518,-0.5769685507,1
773,747,12.8303175,-1.038875222,2
773,763,NaN,NaN,1
789,91,-9.883140564,-0.1736709028,2
789,107,-12.58290672,-0.04391995817,2
789,123,-11.17248821,-0.5238301754,2
789,139,-12.31073284,-0.4473233223,2
789,155,-12.21282959,-0.2304749638,2
789,171,-13.60589123,0.13456586,2
789,187,-13.05085278,-0.5857362151,1
789,203,-12.31669807,-0.52013731,2
789,219,-13.22687435,0.01737114787,2
789,235,-11.97289658,-0.2396074086,2
789,251,NaN,NaN,2
789,267,-11.0026207,-0.1180087551,2
789,283,-8.745666504,-0.4565600455,2
789,299,-9.938239098,-0.3002683818,2
789,315,-9.868192673,-0.5900918841,2
789,331,-10.1262722,-0.7569410801,1
789,347,-9.352360725,-1.14435029,1
789,363,-9.164003372,-1.937205553,1
789,379,-7.390558243,-2.330590963,1
789,395,-5.21609354,-3.419163465,1
789,411,-3.854938507,-3.861481905,1
789,427,-1.251944304,-3.821903229,1
789,443,2.607393742,-3.086608171,1
789,459,4.505919456,-3.47130537,1
789,475,7.264241695,-4.184463024,1
789,491,8.728459358,-3.680157185,1
789,507,6.460410118,-2.048437595,1
789,523,7.529488564,-2.536039114,1
789,539,9.356768608,-2.880523682,1
789,555,8.668170929,-2.596872091,1
789,571,11.85118389,-1.421428561,1
789,587,14.29868317,-2.156485081,2
789,603,12.26386642,-1.683686733,2
789,619,12.11665344,-1.794041514,2
789,635,15.30914021,-2.19842267,1
789,651,13.77344704,-1.708935618,1
789,667,13.46243954,-1.745816469,1
789,683,15.41264248,-1.842866421,1
789,699,12.44038677,-1.729641676,2
789,715,12.10796547,-0.9699849486,1
789,731,13.37934685,-1.030873299,1
789,747,12.46397305,-1.2929492,2
789,763,NaN,NaN,1
805,91,-12.11910534,-0.9476616979,1
805,107,-11.47022152,-0.595838666,1
805,123,-11.17640686,-0.6017280817,2
805,139,-12.33402348,-1.054549813,2
805,155,-11.39035702,-0.660453856,2
805,171,-14.36994648,-0.9165594578,2
805,187,-12.67802715,-1.386482835,2
805,203,-14.76555061,-1.054664016,2
805,219,-13.74396133,-1.382131219,2
805,235,-12.17168617,-0.9153647423,2
805,251,NaN,NaN,2
805,267,NaN,NaN,2
805,283,-11.38483906,-1.328702331,2
805,299,-11.31367588,-0.9587996602,2
805,315,-10.11618233,-2.086228132,2
805,331,-9.795519829,-3.138738632,1
805,347,-7.647976875,-1.494251609,1
805,363,-8.520462036,-3.800493717,1
805,379,-7.427750587,-4.541911125,1
805,395,-5.674088001,-5.38101387,1
805,411,-4.038265228,-5.917676449,1
805,427,-1.020747185,-6.71158886,1
805,443,1.955591202,-5.731432915,1
805,459,4.85825634,-6.517599583,1
805,475,7.024832726,-5.729924202,1
805,491,8.0287323,-4.157087326,1
805,507,7.617404938,-3.960221767,1
805,523,8.617273331,-4.392812729,1
805,539,8.127441406,-3.938174009,1
805,555,10.95510387,-3.594111204,1
805,571,14.45322323,-3.451541662,1
805,587,13.39491081,-3.486452818,2
805,603,13.64836025,-3.491752625,1
805,619,13.93322754,-3.491815805,1
805,635,12.87730312,-2.730899811,1
805,651,15.51586151,-2.67757082,1
805,667,14.7038126,-2.623428345,2
805,683,12.88416767,-2.396724939,1
805,699,12.24292564,-2.178080559,2
805,715,11.4099865,-1.551177263,1
805,731,11.4976368,-1.701245904,1
805,747,11.68010139,-2.096312046,2
805,763,NaN,NaN,1
821,91,-9.991599083,-1.248949766,2
821,107,-9.819990158,-1.000739336,2
821,123,-12.8133831,-1.272239804,2
821,139,-12.34624958,-1.65205121,2
821,155,NaN,NaN,2
821,171,-11.49151325,-1.271591067,1
821,187,-9.980506897,-2.0628438,2
821,203,-13.70219231,-2.005011082,2
821,219,-12.46430588,-2.776023149,2
821,235,-12.63069153,-2.187474012,2
821,251,NaN,NaN,2
821,267,NaN,NaN,2
821,283,-10.91557407,-1.911245346,2
821,299,NaN,NaN,2
821,315,-10.45279503,-3.2830863,2
821,331,-12.74081039,-4.300953865,2
821,347,-7.304744244,-4.678986549,1
821,363,-9.338962555,-5.38351965,1
821,379,-7.184614182,-6.513299942,1
821,395,-6.077432632,-7.01667738,1
821,411,-3.594811678,-7.723430634,1
821,427,-0.6073495746,-6.928574085,1
821,443,2.206902266,-7.694075108,1
821,459,3.851052999,-8.176753998,1
821,475,6.346094608,-7.240728378,1
821,491,6.881367207,-5.665668011,1
821,507,8.766399384,-6.064507484,1
821,523,7.108445644,-5.10231781,1
821,539,7.74986887,-4.276485443,1
821,555,11.30683422,-5.326358318,1
821,571,10.97758484,-4.041144848,2
821,587,12.70619583,-4.385152817,2
821,603,16.65103912,-4.42328167,1
821,619,17.18751526,-5.147608757,1
821,635,14.24624062,-4.117080212,1
821,651,15.49761105,-3.966487885,1
821,667,12.87162399,-3.298036814,1
821,683,14.64549732,-3.635766268,1
821,699,13.80185699,-3.06769681,1
821,715,12.40802574,-2.471822262,1
821,731,13.32234764,-2.513964415,1
821,747,12.18208599,-1.981366992,2
821,763,NaN,NaN,1
837,91,-12.33720112,-1.999185562,2
837,107,-11.20847893,-1.154583812,1
837,123,-12.82193279,-2.262025595,2
837,139,-12.37917423,-2.294354916,2
837,155,-11.21440315,-1.895560145,2
837,171,-14.20781994,-2.307896614,2
837,187,-11.12498283,-2.658206463,2
837,203,-13.79608631,-3.148292542,2
837,219,-14.79441738,-3.345885992,2
837,235,-12.99736977,-3.811686993,2
837,251,NaN,NaN,2
837,267,NaN,NaN,2
837,283,-9.807933807,-3.309306383,2
837,299,NaN,NaN,2
837,315,-6.410950184,-2.296160221,2
837,331,-9.437747002,-4.859079361,2
837,347,-9.692761421,-6.381782532,1
837,363,-8.812056541,-7.034527302,1
837,379,-7.180678368,-7.559909344,1
837,395,-5.709997654,-8.443754196,1
837,411,-3.553822994,-8.787539482,1
837,427,-1.587858438,-8.780926704,1
837,443,0.9143304229,-8.670967102,1
837,459,3.329823256,-7.820473194,1
837,475,4.739435196,-6.959148884,1
837,491,7.444999695,-8.040085793,1
837,507,7.586468697,-7.738744259,1
837,523,7.379701614,-6.790606022,2
837,539,8.618273735,-5.648637772,1
837,555,10.75858498,-6.212329388,1
837,571,11.71003914,-6.11693716,1
837,587,11.68998623,-5.122750759,2
837,603,15.4596777,-6.316964149,1
837,619,13.24333,-5.538594723,1
837,635,15.1419487,-5.635221004,1
837,651,14.37423992,-5.264888287,1
837,667,13.92799187,-4.226323605,1
837,683,13.72093296,-4.225144863,1
837,699,13.26123142,-3.65032053,1
837,715,12.40378952,-3.056971312,1
837,731,12.63393021,-3.326571941,2
837,747,12.39239025,-2.575517654,2
837,763,20.43221283,2.783065796,1
853,91,-11.72659016,-1.920115829,2
853,107,-11.86942101,-1.911203861,2
853,123,-11.77340603,-2.593273401,2
853,139,-12.34590912,-2.839302301,2
853,155,-10.5630188,-2.555121422,2
853,171,-11.9425087,-2.637030125,2
853,187,-11.64453888,-2.709262371,2
853,203,-12.68474007,-4.349510193,1
853,219,-14.17248726,-4.45552969,2
853,235,-12.02512074,-4.391741753,2
853,251,-9.166718483,-3.450141668,2
853,267,-13.30862999,-5.567952156,2
853,283,NaN,NaN,2
853,299,-9.557386398,-4.667058468,2
853,315,-6.896625996,-4.420939922,2
853,331,-9.750748634,-6.597014427,2
853,347,-9.604527473,-7.488998413,1
853,363,-7.565621376,-7.014745712,1
853,379,-7.063257694,-8.11301136,1
853,395,-5.777799606,-8.406915665,1
853,411,-4.046121597,-9.020617485,1
853,427,-2.147428036,-9.728534698,1
853,443,1.435171008,-9.677598,1
853,459,3.382664204,-9.103744507,1
853,475,1.611780643,-7.193325043,1
853,491,4.90025568,-7.489246845,1
853,507,6.642064095,-8.653402328,1
853,523,9.28799057,-8.68036747,1
853,539,9.186044693,-6.986474514,1
853,555,9.33193779,-6.856406689,1
853,571,11.71110439,-7.367465019,1
853,587,12.26497459,-6.498176575,2
853,603,14.68788624,-7.015421867,1
853,619,13.64740086,-6.286630154,1
853,635,14.623353,-6.829119205,1
853,651,13.77546787,-5.555125713,1
853,667,11.62898445,-4.937600136,1
853,683,12.29178619,-4.668768406,1
853,699,12.09873104,-3.853449345,1
853,715,11.46214485,-3.644386768,1
853,731,11.68419838,-3.425368309,1
853,747,11.89497185,-3.366351604,2
853,763,20.58667755,-6.974189281,1
869,91,NaN,NaN,0
869,107,-11.50417328,-2.666756392,2
869,123,-11.81942368,-3.132590532,1
869,139,-11.52509212,-3.683080673,2
869,155,-11.75408745,-3.459683895,2
869,171,-11.96116447,-2.727704287,2
869,187,-12.0173502,-3.799442768,2
869,203,-9.721213341,-3.60409379,2
869,219,-13.24528313,-5.102471352,2
869,235,-13.80816269,-5.557113647,2
869,251,-11.67529869,-5.537574291,2
869,267,-9.083016396,-4.452687263,2
869,283,NaN,NaN,2
869,299,-9.338160515,-5.23791647,2
869,315,-7.347996235,-5.113759995,2
869,331,-7.020125389,-4.916254997,2
869,347,-7.033700943,-5.475543499,2
869,363,-6.928883076,-7.350299835,2
869,379,-6.273143768,-8.323724747,2
869,395,-6.039616585,-10.74903393,1
869,411,-2.762962103,-10.94247246,1
869,427,-1.411099792,-10.86880398,1
869,443,0.4334152639,-11.34425831,1
869,459,1.672806144,-10.82747841,1
869,475,3.567834854,-8.696870804,1
869,491,5.071397305,-9.688801765,1
869,507,6.148478031,-8.733323097,1
869,523,6.691771507,-9.999382973,2
869,539,9.744931221,-10.08039474,1
869,555,9.152796745,-8.408741951,1
869,571,11.04191494,-8.032580376,2
869,587,12.34153652,-7.182820797,1
869,603,13.58211327,-7.918325901,1
869,619,14.37962246,-8.120224953,1
869,635,15.2100668,-7.767904758,1
869,651,12.99256706,-6.465203285,1
869,667,12.20690727,-5.421933174,1
869,683,12.20512676,-5.19764328,1
869,699,11.2729063,-4.158731937,1
869,715,12.33334255,-4.536630154,1
869,731,11.96681595,-4.245131016,1
869,747,NaN,NaN,1
869,763,NaN,NaN,0
885,91,NaN,NaN,0
885,107,-9.681467056,-2.481992245,2
885,123,-10.70430088,-3.115298986,2
885,139,-10.11940193,-3.316335678,2
885,155,-11.20527649,-3.897226572,2
885,171,-9.943736076,-3.129379511,2
885,187,-9.763422012,-3.850986481,2
885,203,-8.708309174,-3.318812132,2
885,219,-11.68926907,-5.231319427,1
885,235,-13.52494431,-6.608397484,1
885,251,-9.577560425,-5.381028175,2
885,267,-9.478447914,-6.062764168,2
885,283,-10.5857954,-7.58976078,2
885,299,-9.199926376,-6.933180809,2
885,315,-9.252396584,-7.37705183,2
885,331,-9.265631676,-9.556355476,2
885,347,-6.95462513,-6.500005722,2
885,363,-5.56103611,-7.2461133,2
885,379,-6.65487957,-9.371776581,2
885,395,-5.320633888,-9.535925865,1
885,411,-1.765434623,-9.817168236,1
885,427,-1.750827789,-10.60144806,1
885,443,0.08055053651,-10.35580063,1
885,459,1.816842079,-9.972226143,1
885,475,3.75709939,-8.773790359,1
885,491,5.588779926,-10.63227177,1
885,507,6.112750053,-9.326406479,2
885,523,7.080050468,-9.533067703,2
885,539,9.116615295,-9.740311623,1
885,555,10.0548048,-9.196434021,1
885,571,9.528506279,-7.753307819,2
885,587,12.02236271,-8.306865692,1
885,603,12.39665031,-8.712295532,1
885,619,12.91486835,-8.279587746,1
885,635,13.1586771,-8.058427811,1
885,651,12.0516367,-6.270302773,1
885,667,12.20685101,-6.453081131,1
885,683,11.71025562,-5.700607777,1
885,699,11.87840271,-5.236767769,1
885,715,12.14829922,-5.059734821,1
885,731,11.58764648,-4.655273438,1
885,747,NaN,NaN,1
885,763,NaN,NaN,0
901,91,NaN,NaN,0
901,107,-9.859197617,-3.567947626,2
901,123,-11.2253685,-3.80877018,2
901,139,-10.72752476,-4.602244377,1
901,155,-11.28468037,-5.080443859,2
901,171,-10.72109509,-4.31755209,2
901,187,-10.57276821,-4.804365158,2
901,203,-11.57133484,-5.640075207,2
901,219,NaN,NaN,2
901,235,-10.16217518,-5.26750803,2
901,251,-11.4492445,-7.407850742,2
901,267,-10.03557777,-7.180296898,2
901,283,-9.555688858,-7.813548088,2
901,299,NaN,NaN,2
901,315,-9.011836052,-8.222172737,2
901,331,-6.258001328,-7.712975979,2
901,347,-5.269525051,-6.029288292,2
901,363,-5.612337589,-9.563462257,2
901,379,-5.613593578,-9.853853226,2
901,395,-4.443702698,-11.13655281,1
901,411,-1.868778348,-10.73140907,1
901,427,-1.299220204,-14.6466217,1
901,443,0.2906190753,-13.98229122,1
901,459,1.752013922,-11.44349766,1
901,475,3.296129704,-11.73475552,1
901,491,4.410008907,-11.02382183,2
901,507,5.144927025,-9.7983675,2
901,523,7.769885063,-11.00128651,2
901,539,7.203941345,-8.88676548,2
901,555,8.613747597,-8.760106087,2
901,571,9.998356819,-9.515478134,1
901,587,10.60836506,-8.408741951,1
901,603,13.11260223,-9.966737747,1
901,619,13.88627338,-9.553564072,1
901,635,11.25687027,-7.883434772,1
901,651,11.43002224,-7.231480598,1
901,667,11.10604572,-6.476353168,2
901,683,12.1250515,-6.430190086,1
901,699,11.97556782,-5.874499798,1
901,715,11.39676571,-5.383807659,2
901,731,12.03629208,-5.153068542,1
901,747,28.14096451,-12.32777691,1
901,763,NaN,NaN,0
917,91,NaN,NaN,0
917,107,-10.52241135,-4.990982533,1
917,123,-10.04133034,-4.311819077,2
917,139,-8.576396942,-4.006596088,2
917,155,-10.81465054,-5.227166176,1
917,171,-10.62965107,-4.838535309,1
917,187,NaN,NaN,2
917,203,-8.817671776,-4.912540913,2
917,219,-6.608197689,-4.172685146,2
917,235,-9.63768959,-5.430266857,2
917,251,-11.45741177,-7.977757454,1
917,267,-9.931144714,-7.845210075,2
917,283,-7.331934452,-6.797482014,2
917,299,-6.050427437,-5.951841354,2
917,315,-7.761336803,-7.951354027,2
917,331,-6.567589283,-8.167778015,2
917,347,NaN,NaN,2
917,363,NaN,NaN,2
917,379,-3.977176905,-8.49510479,2
917,395,-3.37897253,-9.344184875,2
917,411,-2.327934742,-10.11016846,2
917,427,-0.9618748426,-11.45199299,2
917,443,0.3107286394,-11.65478134,2
917,459,2.362335682,-12.17458057,2
917,475,3.279186726,-13.12147045,2
917,491,4.531793118,-12.98812103,2
917,507,5.914399147,-11.17330742,2
917,523,5.997406483,-10.025527,2
917,539,6.863806248,-9.066095352,2
917,555,9.450035095,-10.49553108,1
917,571,9.621371269,-9.824319839,1
917,587,9.077701569,-8.889196396,1
917,603,11.92044544,-10.5288496,1
917,619,11.03604126,-8.989355087,1
917,635,10.8498888,-8.110892296,1
917,651,11.63989258,-8.196608543,1
917,667,10.60938931,-7.18663168,1
917,683,10.12087536,-5.981649399,1
917,699,10.65156841,-6.12625742,1
917,715,11.03883171,-5.797030926,2
917,731,27.39780235,-13.38674355,1
917,747,24.78882599,-11.86402225,1
917,763,NaN,NaN,0
933,91,NaN,NaN,0
933,107,NaN,NaN,0
933,123,-8.073307037,-4.287789822,2
933,139,-9.272901535,-4.958786488,2
933,155,-9.597022057,-5.439637661,2
933,171,-11.26587009,-6.43718195,1
933,187,-9.86230278,-5.480154991,1
933,203,-9.565318108,-5.593575001,2
933,219,-9.53886795,-6.591691494,2
933,235,-7.632169724,-5.304297447,2
933,251,-9.380568504,-7.525046825,2
933,267,-8.955053329,-7.632226944,2
933,283,-9.598825455,-9.771671295,2
933,299,-8.240314484,-9.248670578,2
933,315,-6.832201004,-8.20449543,2
933,331,NaN,NaN,2
933,347,-6.611305237,-9.985860825,2
933,363,NaN,NaN,2
933,379,NaN,NaN,2
933,395,NaN,NaN,2
933,411,-0.901414454,-9.515268326,2
933,427,-1.217697024,-11.61590481,2
933,443,0.2210280895,-13.80865955,2
933,459,2.449836254,-13.74413013,2
933,475,2.973608971,-13.41222382,2
933,491,3.612439156,-9.953402519,2
933,507,5.514078617,-12.05554199,2
933,523,5.575747967,-9.281242371,2
933,539,6.818111897,-10.22746277,1
933,555,8.065778732,-10.9905901,1
933,571,8.817741394,-10.97294712,1
933,587,9.011310577,-9.180445671,1
933,603,9.673555374,-9.492448807,1
933,619,10.56247616,-9.716276169,1
933,635,10.03100204,-8.405171394,1
933,651,10.45931721,-7.964689732,1
933,667,10.40862083,-7.438182831,1
933,683,10.0795269,-6.341060638,2
933,699,9.755818367,-5.862929344,2
933,715,9.394337654,-5.35794878,1
933,731,NaN,NaN,1
933,747,NaN,NaN,0
933,763,NaN,NaN,0
949,91,NaN,NaN,0
949,107,NaN,NaN,0
949,123,-10.71758938,-5.057724476,2
949,139,-8.960300446,-5.632503033,2
949,155,-8.937310219,-5.888778687,2
949,171,-9.37637043,-6.097295284,1
949,187,-11.00608349,-7.173267365,1
949,203,-10.00001526,-7.129411697,2
949,219,-8.47550869,-6.352013111,2
949,235,-7.712129593,-6.540516853,2
949,251,-7.761445045,-6.801154613,2
949,267,-9.045825958,-9.166770935,2
949,283,-8.56270504,-9.133545876,2
949,299,-5.849132061,-7.06877327,2
949,315,-6.271430492,-9.386487007,2
949,331,-6.480487347,-10.77598858,2
949,347,-5.946838379,-11.20277309,2
949,363,-5.193818092,-11.66956043,2
949,379,-4.863624573,-12.50749779,2
949,395,-2.989594698,-10.01662064,2
949,411,-2.26794982,-12.74420166,2
949,427,-0.5548483133,-12.53378582,2
949,443,0.1753683686,-13.09049416,2
949,459,2.067160606,-13.27641296,2
949,475,2.863590002,-12.75972748,2
949,491,4.241421223,-12.78557682,1
949,507,5.282791615,-13.63450718,1
949,523,6.174715042,-12.53899193,1
949,539,5.860594749,-10.58681202,1
949,555,7.795065403,-11.39579391,1
949,571,8.881659508,-11.68100357,1
949,587,8.465813637,-9.964681625,1
949,603,8.214759827,-9.265510559,1
949,619,9.518130302,-9.534457207,1
949,635,8.135344505,-7.82644558,1
949,651,9.129796028,-7.494053841,1
949,667,9.570418358,-6.956274986,1
949,683,8.963068008,-6.295902729,2
949,699,10.0333662,-6.62127161,2
949,715,8.746285439,-5.956793785,1
949,731,20.72915649,-15.83286572,1
949,747,NaN,NaN,0
949,763,NaN,NaN,0
965,91,NaN,NaN,0
965,107,NaN,NaN,0
965,123,NaN,NaN,0
965,139,-7.076189518,-4.757597446,2
965,155,-8.495799065,-6.003269672,2
965,171,-8.432406425,-6.411305428,2
965,187,-9.740393639,-6.333395004,2
965,203,-9.61133194,-7.570253372,2
965,219,-7.911663532,-6.925817013,2
965,235,-6.238070488,-6.330161572,2
965,251,-8.668749809,-8.444171906,1
965,267,-7.673785686,-8.599012375,2
